,text,category
11,Regularly used this lounge in the past year always found it good used it Saturday 5th October and what a change for the worse no longer provide sandwiches (told they can't find a supplier by one of the staff) so lukewarm soup and brown bread all that was available. No small bottles of sparking water only big bottles that had been opened all day gone flat. A woman told me in bad English that they have stopped the bottles of sparkling water as the airline loses revenue on onboard sales. Felt the whole experience was a let down. Aer Lingus you've done better in the past this is terrible.,lounge
12,"Surly and unfriendly receptionists . On my Aer Lingus prestige my wife and I were permitted entry but told my two young children would not be allowed in. Never experienced that in a Gold Circle. So we sat outside and went in to get refreshments. They then watched us and it felt like we were being ""watched"" the entire time. Not even a great lounge. Very budget.",lounge
13,"The Oasis lounge seems to be shared amongst all the users of T4 at JFK. I didn't see any other lounges. Because of that lack of competition it seems that the staff are just not bothered. The ""welcome"" is perfunctory at best and at worst is really an entitlement check after whether the staff lose interest in the passenger. Signage is poor no times/distances to various gates no advertising other facilities to passengers. Trying to plug in an iPhone charger was tricky as the first 2 sockets I found were both broken exposing the innards of the socket wiring. Seating in the quiet area was not very comfortable. All in all I wouldn't be rushing back.",lounge
14,Showers toilets decent range of snacks and drinks together with newspapers and mags. It is bright and airy and has a quite zone.,lounge
15,Bright and spacious lounge. Drink and food selection reasonable but not brilliant. It is on two levels I would choose the upper level as the views are better but food choice slightly better downstairs.,lounge
16,I used this lounge for a 9.55am departure. It was not very busy but was claustrophobic. The staff were welcoming and seemed happy to play with a passenger's toddler. The seating could do with a good clean. Food limited - cereal cheap cheese and biscuits and even cheaper croissants. As a Gold Circle member I had free entry - but if you have to pay don't bother.,lounge
17,The new lounge spans two floors with views of the apron A water feaTUre dominates one wall. There are work stations and complimentary wifi. The range of food on offer during the early morning is sufficient and a bar service is available. This lounge has own showers and washrooms something the former lounge lacked. The lounge is also open to non FFP members for a 25euro fee.,lounge
18,Sitting here now kicking myself that I bought a day pass. Absolutely the most dismal depressing miserable lounge. In a windowless bunker. Shoddy uncomfortable furniture inedible old sandwiches indifferent attendant. I guess the troubles in Ireland filter down to their Airport lounges.,lounge
19,Ample seating including armchairs and full-length recliners. Complimentary WiFi and a number of booths to work on your laptop along with three or four PCs (with very old software!). Staff helpful and courteous. Bar has a selection of hot and cold drinks including soft drinks and alcohol. A limited selection of hot food. Large selection of newspapers.,lounge
20,Not to the same standard as other lounges (eg. Amsterdam) but actually pretty good. Staff (when they're there) are nice and the lounge has a nice little selection of food and drink and free internet (although fair play to cork it's free throughout the airport). My only issue with cork is that it doesn't open until i think something like 6:00 although the flight to amsterdam leaves at 6:10. As with their other lounges no toilets although this doesn't really bother me that much.,lounge
21,I'm sitting in the lounge a bit incredulous that I paid for access to this. I paid for it because I had a lot of time to kill and it seemed a good way to pass the day. What a gloomy awful lounge. I found this page because I was looking to see if maybe I'd missed something because it seems there is no free WiFi. Completely insane. I thought this was for business travellers? The girl at the desk looked me up and down when I walked in too so apparently despite having a lounge that looks like a 3rd grade classroom without the fun stuff on the walls (or windows) they have a problem with how people dress? I'm neatly attired but I'm flying today so I am absolutely not wearing a suit. Anyway the long and short of it is that the lounge is unfriendly no amenities no toilets no natural light can't really see myself bothering with it again.,lounge
